city,Temperature (°C),Humidity (%),Weather Condition
Purushottampur,22.31,94,overcast clouds
Phillaur,16.4,27,clear sky
Pātūr,25.71,22,clear sky
Mohān,19.97,17,clear sky
Māndvi,24.6,47,clear sky
Chennai,28.41,82,few clouds
Madanpur,21.47,71,overcast clouds
Kichha,17.31,20,clear sky
Kākināda,22.1,90,clear sky
Jhā-Jhā,20.59,78,broken clouds
Guruvāyūr,27.54,83,few clouds
Deolāli,22.47,34,clear sky
Bilthra,20.08,74,clear sky
Bilkha,25.77,34,clear sky
Bhubaneshwar,23.12,78,mist
Belgharia,21.99,83,haze
Ajodhya,21.88,18,clear sky
Alīgarh,21.08,17,overcast clouds
Rāmchandrapur,21.94,68,overcast clouds
Singtam,18.16,67,overcast clouds
Pattan,7.43,44,clear sky
Palayam,28.99,79,mist
New Delhi,20.09,60,haze
Muri,19.56,85,scattered clouds
Mahesāna,24.55,26,clear sky
Kolasib,17.64,68,overcast clouds
Kālādhūngi,19.28,18,clear sky
Irugūr,25.96,72,clear sky
Gurgaon,20.02,60,haze
Gagret,16.79,26,clear sky
Alampur,23.15,18,clear sky
Yelahanka,23.88,72,few clouds
Thiruvananthapuram,28.99,79,mist
Karanpur,20.22,22,clear sky
Sillod,24.42,23,clear sky
Shāhpura,23.41,29,clear sky
Sapatgrām,20.97,79,overcast clouds
Sagauli,19.25,80,clear sky
Rānīganj,21.06,80,broken clouds
Mothīhāri,19.22,85,clear sky
Moram,28.04,22,clear sky
Kannod,24.68,21,clear sky
Ghorāwal,20.75,70,overcast clouds
Erāttupetta,24.71,95,clear sky
Elamanchili,22.75,90,clear sky
Dhūlia,27.61,24,clear sky
Chāprā,21.09,76,overcast clouds
Beohāri,21.68,60,clear sky
Bālugaon,22.9,88,clear sky
Adalaj,26.92,29,smoke
Ula,21.99,83,haze
Pūnch,12.76,37,clear sky
Wardha,25.79,26,clear sky
Velur,26.6,73,clear sky
Tiruvalla,25.02,93,broken clouds
Susner,24.74,20,clear sky
Renukūt,20.16,73,scattered clouds
Porsa,21.49,19,broken clouds
Phaltan,25.01,29,scattered clouds
Nūrpur Kalān,17.89,26,clear sky
Nāmagiripettai,25.12,80,clear sky
Muzaffarnagar,17.53,20,clear sky
Manjhanpur,22.93,22,clear sky
Mānikpur,23.54,18,clear sky
Koradāchcheri,26.0,83,scattered clouds
Khairāgarh,22.27,16,scattered clouds
Harrai,22.72,22,clear sky
Charbagh,19.99,49,haze
Channagiri,24.35,65,few clouds
Akhnūr,17.33,35,clear sky
Trichy,28.05,89,mist
Wellington,14.62,87,scattered clouds
Shirdi,23.97,29,clear sky
Raghunāthpur,20.53,76,overcast clouds
Pahlgām,-6.51,60,clear sky
Mau Aimma,22.34,32,clear sky
Maniar,20.0,74,clear sky
Madanapalle,21.38,81,clear sky
Kanwar,22.83,18,clear sky
Kopargaon,24.38,27,clear sky
Karārkhera,23.27,18,clear sky
Jaito,16.61,25,clear sky
Hājipur,17.52,38,clear sky
Guledagudda,28.03,24,clear sky
Chāndil,20.81,79,overcast clouds
Bhīnmāl,24.82,20,clear sky
Bargarh,23.67,37,clear sky
Bail-Hongal,25.46,30,clear sky
Bagaha,18.55,63,clear sky
Ahmadnagar,25.72,25,broken clouds
Chandūr,25.85,55,scattered clouds
Zira,16.05,31,clear sky
Tarāna,23.64,23,clear sky
Ratia,17.54,22,clear sky
Pāthri,27.25,21,broken clouds
Khargāpur,23.35,19,clear sky
Jalgaon,22.81,67,few clouds
Dhola,26.68,37,clear sky
Delvāda,23.8,86,clear sky
Bāsudebpur,21.93,80,broken clouds
Barki Saria,19.94,91,overcast clouds
Arantāngi,27.56,75,clear sky
Valsād,24.66,74,clear sky
Azhikkal,25.68,82,clear sky
Surendranagar,27.78,18,clear sky
Seoni,12.84,59,clear sky
Repalle,24.45,91,clear sky
Rāzām,23.26,85,broken clouds
Rāhuri,25.21,27,few clouds
Palāsbāri,21.03,83,mist
Nāwa,18.71,22,clear sky
Lāla,21.19,71,overcast clouds
Kodigenahalli,25.81,53,clear sky
Kalavai,24.62,86,clear sky
Bastī,21.19,17,clear sky
Babīna,23.55,18,clear sky
Amethī,22.09,18,clear sky
Nagar,13.36,55,clear sky
Unjha,24.61,24,clear sky
Rampur Hat,21.81,68,overcast clouds
Patancheru,26.02,54,clear sky
Pāliyād,27.16,21,clear sky
Odlābāri,18.36,85,overcast clouds
Murtajāpur,26.57,20,clear sky
Manmād,24.73,26,clear sky
Manāwar,26.56,19,clear sky
Krishnagiri,23.27,78,clear sky
Kishangarh,21.17,17,clear sky
Khardah,21.99,83,haze
Kalugumalai,26.97,75,broken clouds
Kalmeshwar,24.79,22,clear sky
Jaynagar-Majilpur,22.85,63,clear sky
Gauripur,22.01,83,haze
Cholapuram,27.1,76,scattered clouds
Bhawāniganj,24.7,21,clear sky
Bela,22.33,21,clear sky
Ābu Road,24.5,21,clear sky
Trimulgherry,24.27,61,clear sky
Sindi,27.02,24,clear sky
Sāvda,26.71,20,clear sky
Sathankulam,27.46,77,overcast clouds
Sānchor,24.89,20,clear sky
Rishra,21.99,83,haze
Perambalur,25.75,82,clear sky
Pachperwa,21.55,16,clear sky
Neral,22.04,60,clear sky
Muddebihāl,30.75,20,few clouds
Manohar Thāna,24.56,20,clear sky
Khurda,22.95,98,scattered clouds
Jevargi,31.14,30,broken clouds
Jasdan,26.32,29,clear sky
Dwārāhāt,11.12,35,clear sky
Debīpur,21.89,67,overcast clouds
Chhāta,22.33,16,overcast clouds
Bhādra,21.77,18,clear sky
Bewar,21.94,14,clear sky
Bārākpur,21.96,83,haze
Bānkura,20.38,80,overcast clouds
Āvadi,28.28,84,few clouds
Asifābād,26.75,58,scattered clouds
Ādoni,26.83,53,clear sky
Bāgnān,21.61,69,overcast clouds
Chittaranjan Park,19.99,60,haze
Uttamapālaiyam,23.45,88,clear sky
Unhel,24.01,23,clear sky
Tekkali,23.68,87,broken clouds
Sabrūm,23.44,51,overcast clouds
Pehowa,17.74,23,clear sky
Pathalgaon,21.03,67,broken clouds
Pandaria,21.91,50,few clouds
Nipāni,23.88,35,clear sky
Nadīgaon,23.61,18,clear sky
Mangaldai,20.74,78,overcast clouds
Khānpur,19.79,18,clear sky
Kargil,-23.44,87,overcast clouds
Kalyani,21.5,70,overcast clouds
Kakarmatha,20.01,69,clear sky
Kadiri,25.07,63,clear sky
Jaorā,24.76,21,clear sky
Heggadadevankote,23.94,79,clear sky
Gondā City,21.33,18,clear sky
Garhākota,23.96,20,clear sky
Galiākot,26.4,21,clear sky
Devadānappatti,24.17,88,clear sky
Dābhol,24.25,67,clear sky
Clement Town,16.93,39,clear sky
Bhatkal,26.9,71,clear sky
Beltangadi,20.95,80,clear sky
Bārāsat,21.97,83,haze
Banūr,18.91,22,clear sky
Alappuzha,27.7,76,overcast clouds
Chakapara,21.98,83,haze
Adampur,16.55,29,clear sky
Artist Village,25.9,73,haze
Vallam,25.27,90,clear sky
Unchagao,23.68,34,clear sky
Tirupati,20.73,89,clear sky
Tīkri,18.08,19,clear sky
Sri Mādhopur,20.07,17,clear sky
Sirohi,22.68,23,clear sky
Sihor,26.33,36,clear sky
Revadanda,24.21,64,clear sky
Pālamedu,25.86,80,clear sky
Pachmarhi,19.45,20,clear sky
Nābha,17.43,24,clear sky
Mussoorie,7.24,48,clear sky
Mettur,27.7,66,clear sky
Mannārakkāt,25.69,83,clear sky
Malkāpur,26.49,20,clear sky
Mahbūbābād,24.82,68,clear sky
Kuju,19.43,88,broken clouds
Kharkhauda,19.55,17,clear sky
Kachhauna,21.56,15,clear sky
Jua,27.99,60,clear sky
Jambusar,27.62,27,clear sky
Hinjilikatu,21.75,88,overcast clouds
Hardoī,21.1,14,clear sky
Gopālur,27.33,52,clear sky
Farīdkot,15.93,24,clear sky
Bīdar,27.61,41,scattered clouds
Bhiwandi,25.35,44,clear sky
Bamora,23.59,20,clear sky
Rambagh,22.66,33,haze
Yelbarga,27.41,29,clear sky
Sūrat,25.65,57,clear sky
Shamsābād,21.63,13,clear sky
Sanāwad,26.48,18,clear sky
Rura,22.28,17,clear sky
Pauri,11.12,36,clear sky
Pathena,23.16,15,overcast clouds
Orchha,23.66,18,clear sky
Mīrānpur Katra,20.4,13,clear sky
Mettupalayam,26.05,76,few clouds
Kuppam,22.37,75,clear sky
Kunda,22.74,19,clear sky
Kolhāpur,23.51,34,clear sky
Kishanganj,20.01,77,overcast clouds
Iluppūr,27.64,81,clear sky
Homnābād,28.59,37,scattered clouds
Hassan,21.91,76,few clouds
Gumlā,18.99,80,overcast clouds
Gooty,27.13,54,few clouds
Garhshankar,17.36,25,clear sky
Garhdiwāla,17.11,32,clear sky
Bhāgalpur,21.86,68,overcast clouds
Kanija Bhavan,23.54,77,clear sky
Chowari,11.46,35,clear sky
Tellicherry,25.58,82,clear sky
Sonāmura,24.11,46,overcast clouds
Sirsa,19.34,20,clear sky
Pawāyan,19.61,13,clear sky
Pāli,22.78,20,clear sky
Nāgothana,22.08,70,clear sky
Mūlanūr,26.39,73,clear sky
Maholi,20.5,13,clear sky
Losal,19.57,18,clear sky
Lakshmeshwar,25.41,43,clear sky
Kotwa,23.55,34,clear sky
Konārka,24.47,85,clear sky
Khagaul,21.97,64,haze
Kaintragarh,25.6,55,overcast clouds
Ikauna,20.51,17,clear sky
Hāflong,17.7,80,overcast clouds
Goa,27.21,65,clear sky
Garui,22.01,83,haze
Gadhinglaj,23.23,35,clear sky
Farrukhnagar,23.84,63,clear sky
Eraniel,26.73,90,scattered clouds
Dindigul,25.47,82,clear sky
Dharmavaram,28.19,48,clear sky
Chincholi,28.48,43,broken clouds
Barhi,21.66,57,clear sky
Bārān,24.79,19,clear sky
Ausa,27.13,21,clear sky
Alnāvar,23.99,40,clear sky
Serpur,23.45,60,clear sky
Chinnasekkadu,28.42,82,clear sky
Yelandūr,24.35,62,clear sky
Tezpur,19.75,86,overcast clouds
Melukote,22.91,69,clear sky
State of Karnataka,24.24,69,clear sky
Kāramadai,25.93,74,few clouds
Kaikalūr,23.88,83,clear sky
Kabrāi,24.35,18,clear sky
Hojāi,20.76,73,overcast clouds
Buxar,20.76,77,clear sky
Bettiah,18.75,78,clear sky
Viman Nagar,23.68,37,clear sky
Kollam,27.33,77,clear sky
Pātan,21.51,33,scattered clouds
Nawānshahr,18.83,37,clear sky
Narsīpatnam,22.7,80,clear sky
Mundi,25.96,19,clear sky
Koāth,20.62,82,clear sky
Khāchrod,24.41,22,clear sky
Kannad,23.58,24,clear sky
Jagalūr,26.41,51,scattered clouds
Dūsi,24.75,86,clear sky
Ganj Dundwāra,21.04,15,scattered clouds
Dighwāra,22.04,64,haze
Kolkata,21.97,83,haze
Behta Gokul,20.97,13,clear sky
Bānāvar,24.93,66,clear sky
Balhārshāh,28.35,50,broken clouds
Ateli Mandi,21.38,17,clear sky
Yeola,24.65,26,clear sky
Vizianagaram,22.58,86,few clouds
Vaijāpur,25.55,24,clear sky
Tiptūr,24.2,67,few clouds
Saifullāhganj,20.2,16,clear sky
Rāmpur,18.62,18,clear sky
Kishtwār,6.77,40,clear sky
Khandwa,25.65,22,clear sky
Karīmganj,21.79,69,overcast clouds
Jhanjhārpur,19.82,88,broken clouds
Hosangadi,22.67,82,clear sky
Hālīsahar,21.56,68,overcast clouds
Dhaurahra,19.45,14,clear sky
Delhi,20.05,60,haze
Bhopal,23.59,21,clear sky
Badūria,23.11,59,broken clouds
Sāhāpur,23.15,60,scattered clouds
Sikandra,22.6,18,clear sky
Rānia,19.51,20,clear sky
Pinjaur,18.3,25,clear sky
Peranāmpattu,23.26,85,clear sky
Pātrasāer,20.93,78,overcast clouds
Naregal,27.56,29,clear sky
Nagīna,18.48,19,clear sky
Mangrūl Pīr,25.81,22,clear sky
Korādi,25.01,65,haze
Kadaura,24.35,16,clear sky
Jāmtāra,20.29,85,overcast clouds
Indi,30.91,18,scattered clouds
Guhāgar,23.72,68,clear sky
Ghātampur,23.0,17,clear sky
Dhāri,25.04,34,clear sky
Bhadaur,16.64,26,clear sky
Jāfarpur,23.23,61,few clouds
Vikravāndi,25.58,84,clear sky
Vijayapuri,25.85,72,clear sky
Sirsilla,26.27,58,overcast clouds
Rangia,20.98,73,overcast clouds
Peddapalli,26.57,58,overcast clouds
Navelim,27.87,60,clear sky
Lahār,22.68,18,clear sky
Kemrī,18.26,18,clear sky
Jalgaon,26.49,21,clear sky
Guirim,27.91,58,clear sky
Delhi Cantonment,19.99,60,haze
Chinchvad,22.71,40,clear sky
Cherrapunji,12.51,80,overcast clouds
Bhojudih,21.07,80,broken clouds
Basi,23.19,18,clear sky
Ammāpettai,27.9,78,clear sky
Rāmgarh,17.62,24,clear sky
Amravati Division,26.49,19,clear sky
Vijayawada,24.1,84,clear sky
Nandyāl,27.3,57,clear sky
Koratla,27.17,57,broken clouds
Kodumudi,26.48,74,clear sky
Khamānon Kalān,17.57,25,clear sky
Karnāl,17.61,21,clear sky
Kalānaur,19.97,20,clear sky
Jeypore,23.96,40,clear sky
Jahāngīrābād,23.01,45,clear sky
Hoshiārpur,17.29,27,clear sky
Hisuā,21.98,72,broken clouds
Dhānd,22.84,18,clear sky
Avinashi,26.11,71,clear sky
Tharangambadi,27.17,79,broken clouds
Tāki,23.58,57,scattered clouds
Shāhpur,20.83,84,few clouds
Salāya,24.45,80,clear sky
Rohtak,19.49,21,clear sky
Piravam,24.67,94,broken clouds
Nellore,24.79,86,clear sky
Nāyudupet,24.22,88,clear sky
Mirzāpur,21.21,13,clear sky
Maibong,18.75,82,overcast clouds
Kāmāreddi,26.41,52,overcast clouds
State of Haryāna,20.74,19,clear sky
Gobindpur,21.93,78,overcast clouds
Dhuwaran,26.17,22,clear sky
Dhaulpur,22.06,18,scattered clouds
Ahmadpur,20.89,81,overcast clouds
Breach Candy,25.98,73,haze
Vadakku Valliyūr,26.18,80,overcast clouds
Sirāthu,22.8,18,clear sky
Sadāseopet,25.91,50,clear sky
Raipur,23.15,19,clear sky
Niwai,20.81,21,broken clouds
Medinīpur,21.5,79,broken clouds
Kashipur,18.02,21,clear sky
Jutogh,7.53,52,clear sky
Jetpur,25.21,24,clear sky
Jālaun,24.02,17,clear sky
Union Territory of Damān and Diu,24.99,71,clear sky
Gajraula,19.02,18,clear sky
Dhuburi,21.33,72,overcast clouds
Dhamtari,24.02,60,few clouds
Chalāla,25.73,35,clear sky
Azamgarh,20.6,64,clear sky
Awantipur,7.04,39,clear sky
Vādippatti,26.22,80,clear sky
Sāgar,21.91,73,few clouds
Pāloncha,25.04,73,clear sky
Pālampur,11.96,39,overcast clouds
Nāgod,23.29,20,few clouds
Khonsa,16.85,81,overcast clouds
Khetri,20.22,17,clear sky
Kālikāpur,21.86,78,broken clouds
Chhuīkhadān,24.39,54,broken clouds
Cheyyur,27.27,78,clear sky
Chatrapur,25.21,84,broken clouds
Āndippatti,25.74,77,few clouds
Abohar,18.78,21,clear sky
Uran,25.98,61,clear sky
Umarga,28.48,21,clear sky
Sehore,23.46,22,clear sky
Sattenapalle,24.58,81,clear sky
Rāmnagar,21.76,17,clear sky
Nokha,23.09,17,clear sky
Kharar,20.78,78,broken clouds
Kharagpur,21.49,79,broken clouds
Hugli,21.97,68,overcast clouds
Haraiya,21.9,17,clear sky
Gopāmau,20.85,13,clear sky
Bilāri,19.1,17,clear sky
Begamganj,23.17,20,clear sky
Barpāli,27.4,39,overcast clouds
Ballabgarh,22.78,16,clear sky
Bagulā,21.51,76,overcast clouds
Badarpur,21.75,71,overcast clouds
Bābra,26.76,28,clear sky
Alāwalpur,16.33,31,clear sky
Manjha,21.35,13,clear sky
Thāne,25.95,73,haze
Sūbedārganj,23.55,43,clear sky
Sonari Town,22.31,74,overcast clouds
Rājur,30.3,36,overcast clouds
Pennāthur,24.86,82,clear sky
Mīrganj,19.04,16,clear sky
Mīnjūr,28.36,79,clear sky
Madurāntakam,25.66,83,clear sky
Jālna,25.1,23,few clouds
Chālisgaon,26.67,24,clear sky
Bolpur,20.5,81,overcast clouds
Tirumala,18.69,92,clear sky
Tezu,19.36,58,overcast clouds
Rāzole,22.98,87,clear sky
Rājāpur,21.86,66,clear sky
Naini Tāl,6.02,20,clear sky
Mudukulattūr,27.92,75,broken clouds
Makrāna,20.29,21,clear sky
Kishni,21.98,14,clear sky
Khurja,20.5,19,scattered clouds
Kāthor,25.43,53,clear sky
Karamsad,25.33,23,clear sky
Kadūr,24.11,68,clear sky
Hirekerūr,23.81,60,broken clouds
Gurh,22.3,57,clear sky
Gandai,23.58,52,scattered clouds
Deoli,23.91,20,few clouds
Chikitigarh,22.17,73,overcast clouds
Bhigvan,26.17,33,clear sky
Beldānga,20.85,76,overcast clouds
Begampur,21.95,65,scattered clouds
Tārāpur,25.02,69,clear sky
Sahāwar,20.87,15,scattered clouds
Rameswaram,28.56,78,clear sky
Rājpīpla,26.27,31,clear sky
Mahbūbnagar,25.51,54,clear sky
Madhogarh,22.82,37,few clouds
Maddūr,25.28,52,clear sky
Kiraoli,22.13,16,broken clouds
Gopālganj,19.75,63,clear sky
Gangolli,25.84,73,clear sky
Fatwa,22.05,80,clear sky
Chhindwāra,23.09,17,clear sky
Boisar,24.74,69,clear sky
Bilāspur,18.09,28,clear sky
Barauli,19.95,66,clear sky
Bamna,25.22,22,clear sky
Aruppukkottai,27.36,75,scattered clouds
Morigaon,21.66,72,overcast clouds
Vattalkundu,25.08,86,clear sky
Takhatpur,22.57,58,scattered clouds
Sīkar,19.06,19,clear sky
Saurikh,22.18,14,clear sky
Polūr,24.2,85,clear sky
Partāpur,26.22,22,clear sky
Nārāyanpet,27.74,51,overcast clouds
Mavoor,27.3,89,few clouds
Mārkāpur,24.96,81,clear sky
Kundarkhi,18.9,17,clear sky
Konnūr,25.34,32,clear sky
Hāthras,21.55,16,overcast clouds
Fatehābād,21.99,16,scattered clouds
Bārh,20.63,81,clear sky
Bara Bazar,21.95,83,haze
Amethi,19.46,14,clear sky
Ālangulam,26.99,75,scattered clouds
Park Town,28.42,82,few clouds
Thandla,25.63,22,clear sky
Siliguri,19.02,80,overcast clouds
Rānāvāv,24.8,63,clear sky
Port Blair,28.02,78,mist
Mīrānpur,17.65,19,clear sky
Māttūr,25.96,84,clear sky
Mātābhānga,20.45,76,overcast clouds
Karīmnagar,26.29,59,broken clouds
Jalālpur,21.34,22,clear sky
Jagdalpur,22.4,49,broken clouds
Haldwani,19.07,18,clear sky
Ghoghāpur,22.74,43,clear sky
Chicalim,27.79,51,clear sky
Bāmor Kalān,23.38,19,clear sky
Along,15.0,76,light rain
Umrāla,26.56,39,clear sky
Udumalaippettai,24.9,75,clear sky
Tīkamgarh,22.98,19,clear sky
Sheoganj,23.25,22,clear sky
Purwā,22.59,17,clear sky
Mehekar,25.55,21,few clouds
Kiri Buru,20.75,87,overcast clouds
Kilvelur,26.72,80,broken clouds
Kānth,18.42,18,clear sky
Kanigiri,24.65,83,clear sky
Jūnāgarh,25.05,43,overcast clouds
Chinchinim,27.99,64,clear sky
Bilāspur,23.02,51,few clouds
Bilāra,23.56,19,clear sky
Barāgaon,19.99,77,mist
Tonk,22.5,21,scattered clouds
Thiruvarur,26.27,81,broken clouds
Sarīla,24.45,17,clear sky
Saligao,27.9,60,clear sky
Rāhon,16.7,26,clear sky
Qāzigund,6.04,51,clear sky
Petlāwad,24.85,22,clear sky
Panruti,26.25,82,clear sky
Panna,23.42,18,clear sky
Nongstoin,12.73,89,overcast clouds
Mudgal,28.99,32,clear sky
Masaurhi Buzurg,21.94,81,scattered clouds
Mānpur,21.86,17,scattered clouds
Mandsaur,24.21,23,clear sky
Mahur,17.66,78,overcast clouds
Maghar,20.19,30,clear sky
Lingsugūr,29.22,34,clear sky
Kovūr,25.09,86,clear sky
Konnagar,21.99,83,haze
Hājīpur,21.99,64,haze
Chinchpokli,26.01,73,haze
Bokajān,18.92,83,overcast clouds
Bilaspur,16.43,37,clear sky
Bāh,21.64,16,broken clouds
Badnāwar,24.02,23,clear sky
Ambattūr,28.36,83,few clouds
Aldona,27.88,57,clear sky
